1000;18525.123596191406 
10000;187309.58302815756 
100000;1730895.0424194336 
250000;4239312.807718913 
500000;8383250.2365112305 
600000;10297528.902689615 
750000;12877917.289733887 
1000000;17932812.372843426 
1700000;33773159.980773926 
2500000;52431368.827819824 
3700000;79402637.48168945 
5000000;109549379.34875488 
6000000;63155333.20109049 
7500000;164662313.4613037 
9000000;197854367.89194742 
10000000;220418667.79327393 
